index,entity_value
2789,['73 mm']
2790,[None]
2791,['26 cm/10.22 in']
2792,['2.36 in /6.0 cm']
2793,['4.52 in /11.5 cm']
2794,['1Ocm']
2795,['5 LB']
2796,['3']
2797,['8']
2798,['Not found']
2799,['8']
2800,['8cm/3.15in']
2801,['35']
2802,['35']
2803,['8CM']
2804,['45 lb']
2805,"[""10.75'""]"
2806,[None]
2807,[None]
2808,['Not found']
2809,['Not found']
2810,['Not found']
2811,['Not found']
2812,['Not found']
2813,['6cm']
2814,['6.02 in / 15.3 cm']
2815,['Not found']
2816,['Not found']
2817,['4 LB']
2818,['5']
2819,['60']
2820,['8']
2821,['Not found']
2822,[['1200 w']]
2823,[['120 v']]
2824,['Not found']
2825,[['1350 W']]
2826,['Z7cm']
2827,['8cm']
2828,[None]
2829,[['1600 w']]
2830,['Not found']
2831,[None]
2832,['Not found']
2833,['40 cm']
2834,['2.16 in / 5.5 cm']
2835,['2.16 in / 5.5 cm']
2836,['Not found']
2837,['Not found']
2838,"['4.5""(12cm)']"
2839,['9 g']
2840,['Not found']
2841,['Not found']
2842,['Not found']
2843,['0']
2844,['8cm']
2845,['8cm']
2846,['Not found']
2847,['72 g']
2848,['5']
2849,['5']
2850,['Not found']
2851,['13.5cm(5.3 inch)']
2852,['Not found']
2853,['Not found']
2854,['1.8 in / 4.6 cm']
2855,['1.8 in / 4.6 cm']
2856,['18Omm']
2857,['18Omm']
2858,"[['16.8 v', '16.8 v']]"
2859,['Not found']
2860,['3 oz']
2861,['Not found']
2862,[['15 W']]
2863,['3']
2864,['8Ocm']
2865,['226 g']
2866,['Not found']
2867,['12.4cm']
2868,['12.4cm']
2869,[None]
2870,['14.56 in / 37.00 cm']
2871,['65 g']
2872,['65 g']
2873,[None]
2874,"['(13.8"")']"
2875,['Not found']
2876,['2.28in/5.8cm']
2877,['Not found']
2878,['4Ocm']
2879,['8']
2880,['4Ocm']
2881,['11.5 KG']
2882,['11 inch']
2883,['20.332 cm']
2884,['Not found']
2885,['Not found']
2886,[None]
2887,[None]
2888,['Not found']
2889,['Not found']
2890,['Not found']
2891,['Not found']
2892,['Not found']
2893,['140 cm']
2894,['6']
2895,['062']
2896,['062']
2897,['41.72 cm']
2898,['Not found']
2899,['Not found']
2900,['7.5cm/2.95in']
2901,['Not found']
2902,['Not found']
2903,['127cm']
2904,['Not found']
2905,['2.2 in / 5.5 cm']
2906,[None]
2907,['57CM']
2908,['28CM']
2909,[['3 V']]
2910,['5']
2911,['Width 16 CM']
2912,"[['200 W', '1700 W']]"
2913,['Not found']
2914,"['2""']"
2915,"['3.6""']"
2916,['250 g']
2917,[None]
2918,['4.1 in / 10.5 cm']
2919,['4.1 in / 10.5 cm']
2920,['4.1 in / 10.5 cm']
2921,['1.5 in / 4 cm']
2922,['1.5 in / 4 cm']
2923,['3.54inch']
2924,['1']
2925,['3.54inch']
2926,['Not found']
2927,['265 LB']
2928,['25 kg']
2929,['20cm/7.8in']
2930,['20cm/7.8in']
2931,"['1-3/4""']"
2932,['7.87in /20cm']
2933,['7.87in/20cm']
2934,['450 G']
2935,['Not found']
2936,['Not found']
2937,['4 in']
2938,['2 in']
2939,['4 in']
2940,['3.73 in / 9.5 cm']
2941,['Not found']
2942,['1']
2943,['8OMM']
2944,['4cm']
2945,['4cm']
2946,['Not found']
2947,['412.7cm']
2948,['#58cm']
2949,['Not found']
2950,[['12 v']]
2951,['Not found']
2952,[['80 V']]
2953,['Not found']
2954,"['37""']"
2955,['140cm']
2956,[None]
2957,['Not found']
2958,['2.5cm']
2959,['340 g']
2960,['Not found']
2961,[None]
2962,['Not found']
2963,['Scm/1.97in']
2964,['Scm/1.97in']
2965,['Not found']
2966,"['18.75""']"
2967,[None]
2968,[None]
2969,['4/2']
2970,['Not found']
2971,['25CM']
2972,['1']
2973,"[['150 W', '1 W']]"
2974,['Not found']
2975,['12.Inch']
2976,['12.Inch']
2977,['4.5 KG']
2978,['50 LB']
2979,['28CM']
2980,['410 g']
2981,['330 LB']
2982,['Not found']
2983,['Not found']
2984,['Not found']
2985,['Not found']
2986,['50 g']
2987,['95 mm']
2988,['7CM']
2989,['7CM']
2990,['21cm']
2991,['Not found']
2992,[['5 W']]
2993,['Not found']
2994,['150 kg']
2995,['5 ft']
2996,['9.64 in / 24.5 cm']
2997,['9.64 in / 24.5 cm']
2998,[None]
2999,[None]
3000,['22 cm']
3001,[None]
3002,"['cm( 15.7""']"
3003,['Not found']
3004,['5']
3005,['230.00 mm']
3006,['8']
3007,['Not found']
3008,['Not found']
3009,['Not found']
3010,['Not found']
3011,[['4 V']]
3012,"['4""']"
3013,[['2 w']]
3014,['Not found']
3015,['Not found']
3016,[None]
3017,['22 cm']
3018,['22 cm']
3019,[['12 v']]
3020,['24.5CM']
3021,['6.5CM']
3022,['Not found']
3023,"['33.5""']"
3024,['Not found']
3025,['Not found']
3026,"['2.13""']"
3027,"['26.01""']"
3028,['454 g']
3029,[['220 V']]
3030,['Not found']
3031,['Not found']
3032,['9.4in(24cm)']
3033,['8.3in(21cm)']
3034,[['95 W']]
3035,"[['24 V', '50152 v']]"
3036,['Not found']
3037,[None]
3038,[None]
3039,['Not found']
3040,[None]
3041,[None]
3042,[None]
3043,['2.75 in /7.0 cm']
3044,['7.27 in /18.5 cm']
3045,['Not found']
3046,[['04 W']]
3047,['Not found']
3048,['2.1 kg']
3049,['12inch/3ocm']
3050,['Not found']
3051,['1.45 in / 3.7 cm']
3052,['8.Scm']
3053,['Not found']
3054,['108 pound']
3055,['108 pound']
3056,['Not found']
3057,['Not found']
3058,['Not found']
3059,['8']
3060,['Not found']
3061,['180 kg']
3062,['300 G']
3063,['Not found']
3064,['0']
3065,['50x7/0cn']
3066,['Not found']
3067,[None]
3068,['Not found']
3069,['Not found']
3070,['Not found']
3071,['28.30 in / 72.00']
3072,['28.30 in / 72.00']
3073,['Not found']
3074,['20cm']
3075,['11.2 in']
3076,['4.7 in']
3077,[['120 W']]
3078,['Not found']
3079,['Not found']
3080,['17MM']
3081,['8OMM']
3082,['50mm']
3083,['4.33 in / 11.0 cm']
3084,['3.11 in / 7.9 cm']
3085,['12.2cm']
3086,['3']
3087,['Not found']
3088,['50x70cM']
3089,['Not found']
3090,[None]
3091,['32 G']
3092,['16.0 cm']
3093,['23mm']
3094,['454 g']
3095,['9.8 in / 25 cm']
3096,['Not found']
3097,['Not found']
3098,['8 g']
3099,['1OOmm']
3100,[None]
3101,[None]
3102,['Not found']
3103,['Not found']
3104,['13.7in']
3105,['0.94 in /2.4 cm']
3106,['0.94 in /2.4 cm']
3107,['8.5 CM']
3108,['8.5 CM']
3109,['9.5 CM']
3110,['Not found']
3111,['Not found']
3112,['Not found']
3113,['22 POUND']
3114,['Not found']
3115,['Not found']
3116,['Not found']
3117,['16.30 oz']
3118,['3']
3119,['2.3cm']
3120,['Not found']
3121,['Not found']
3122,"['cm(13.8""']"
3123,['4.7 in / 12.0 cm']
3124,['4.7 in / 12.0 cm']
3125,['11.5 cm']
3126,['1.57 in / 4 cm']
3127,['77 G']
3128,['0']
3129,['0']
3130,['Not found']
3131,['16.5 in']
3132,['1.5cm']
3133,['Not found']
3134,['Not found']
3135,"['18""']"
3136,['4.2 in / 10.7 cm']
3137,['4.2 in / 10.7 cm']
3138,['Not found']
3139,['Not found']
3140,['Not found']
3141,['Not found']
3142,['Not found']
3143,['Not found']
3144,['Not found']
3145,"[(None, [])]"
3146,['Not found']
3147,['Not found']
3148,['Not found']
3149,['12Ox60cm']
3150,['Not found']
3151,['6']
3152,['8cm']
3153,['16cm']
3154,['3.9 in / 10.0 cm']
3155,['3.9 in / 10.0 cm']
3156,"['10cm/3.94""']"
3157,['8cm']
3158,['1']
3159,['880 g']
3160,['15 0z']
3161,['Not found']
3162,['120 LB']
3163,['Not found']
3164,['3']
3165,['3']
3166,['5OPCS']
3167,['Not found']
3168,['Not found']
3169,['Not found']
3170,['Not found']
3171,[None]
3172,[None]
3173,[None]
3174,[None]
3175,['Not found']
3176,['Not found']
3177,['Not found']
3178,['7cm/2.75inch']
3179,['?e9[J09q (']
3180,['?e9[J09q (']
3181,['27cm']
3182,['27cm']
3183,['Not found']
3184,[['120 v']]
3185,['Not found']
3186,['12cm']
3187,['30cm']
3188,['Not found']
3189,['Not found']
3190,['1.2 g']
3191,['Not found']
3192,['Not found']
3193,['330 lb']
3194,"[['250 w', '250 w']]"
3195,['Not found']
3196,"['2. 52 ""']"
3197,['Not found']
3198,['220 lb']
3199,['2.36inch']
3200,['Not found']
3201,['Not found']
3202,['Not found']
3203,['Not found']
3204,['Not found']
3205,['Not found']
3206,['1OCM']
3207,['0274 mm']
3208,['Not found']
3209,['Not found']
3210,['Not found']
3211,['15 inch X 25 inch/ 38 cm X 63.5 cm']
3212,['2']
3213,['2']
3214,['Not found']
3215,['Not found']
3216,[['1500 W']]
3217,['Not found']
3218,['5.2 cm']
3219,['Not found']
3220,['Not found']
3221,['Not found']
3222,['1']
3223,['1']
3224,['1']
3225,['Not found']
3226,['Not found']
3227,['14.2']
3228,['Not found']
3229,['1.5 in / 4.0 cm']
3230,['8cm']
3231,"['16""']"
3232,"['43.11""']"
3233,['Not found']
3234,['6']
3235,[None]
3236,['12mm']
3237,[None]
3238,['Not found']
3239,['Not found']
3240,[['2078.0 V']]
3241,['756 kg']
3242,['9.8cm']
3243,['Not found']
3244,[None]
3245,[None]
3246,['Not found']
3247,['Not found']
3248,[['1500 W']]
3249,['Not found']
3250,['30 ml']
3251,['Not found']
3252,['Not found']
3253,['1 Ocm']
3254,['95cm']
3255,['95cm']
3256,['Not found']
3257,['40cm/15.75in']
3258,['44 LB']
3259,['Not found']
3260,[['1300 W']]
3261,['Not found']
3262,['Not found']
3263,['23 cm']
3264,['15cm/5.9in']
3265,['8']
3266,['8.9 inch']
3267,['8.9 inch']
3268,['Not found']
3269,['Not found']
3270,['2.5 lb']
3271,['36.SCm ( 14.3 Inch)']
3272,['((8.46 Inch)']
3273,['42mml 1.65']
3274,['Size:12cm(4.7in)x12(4.7in)x3.5cm(1.4in)']
3275,['14in']
3276,['3.2in']
3277,['16cm/6.3inch']
3278,['3 LB']
3279,['8']
3280,"['45 cm( 17.7"" )']"
3281,['Not found']
3282,['22.5 cm']
3283,['7.27in / 18.Scm']
3284,['0 ml']
3285,['Not found']
3286,[['48 w']]
3287,"[""'84.5""]"
3288,['Not found']
3289,"['20.50""']"
3290,['Not found']
3291,['Not found']
3292,['57in/']
3293,['Not found']
3294,['5.8CM']
3295,['15CM']
3296,"['55 cm(21.7""']"
3297,['Not found']
3298,['15.74 in / 40 cm']
3299,['4']
3300,['5cm']
3301,['3.9 in /10 cm']
3302,['Not found']
3303,['1.Scm']
3304,[None]
3305,['32 cm']
3306,['32 cm']
3307,[None]
3308,['3.Scm']
3309,['290mm/11.4in']
3310,['2.9 in / 7.4 cm']
3311,['Not found']
3312,[None]
3313,"['20""']"
3314,"['18""']"
3315,['Not found']
3316,['Not found']
3317,['Not found']
3318,['Not found']
3319,['Not found']
3320,['Not found']
3321,['Not found']
3322,[['6 W']]
3323,['Not found']
3324,['424 KG']
3325,[None]
3326,['1.18inch']
3327,['Not found']
3328,['46 IN']
3329,['12 IN']
3330,['8 kg']
3331,['60 pound']
3332,['60 pound']
3333,['18in/25cm']
3334,['170.5cml']
3335,['Not found']
3336,['Not found']
3337,['25 LB']
3338,[None]
3339,[None]
3340,['8cm]']
3341,['Not found']
3342,['Not found']
3343,['17 LB']
3344,['Not found']
3345,['Not found']
3346,['Not found']
3347,[None]
3348,['1.18IN']
3349,[None]
3350,['9 X 13cm']
3351,['70cm']
3352,['35.4']
3353,['Not found']
3354,[['250 W']]
3355,['52cm']
3356,['Not found']
3357,['2.36 in / 6 cm']
3358,['4 cm']
3359,['7cm/2.8in']
3360,['25846 g']
3361,"[['1000 w', '1000 w']]"
3362,['Not found']
3363,['Not found']
3364,['Not found']
3365,['13.Scm']
3366,['40cm/15.7inch']
3367,['90 KG']
3368,['Not found']
3369,['Not found']
3370,['8.5cm/3.3']
3371,['2.2 LB']
3372,['Not found']
3373,[None]
3374,"['52mml2""']"
3375,[['1800 W']]
3376,['Not found']
3377,['Not found']
3378,['330 lb']
3379,[None]
3380,['3m/9.8ft']
3381,['3m/9.8ft']
3382,['Not found']
3383,['0.79 in / 2 cm']
3384,['0.79 in / 2 cm']
3385,['0.79 in / 2 cm']
3386,['82mm']
3387,['82mm']
3388,['0650 mm']
3389,['Not found']
3390,['300 kg']
3391,['Not found']
3392,[['2 W']]
3393,['Not found']
3394,['Not found']
3395,['60 cm']
3396,['189.6 cm']
3397,['Not found']
3398,['21.3 in']
3399,['4.33 inch']
3400,['750 lb']
3401,['7.Scm']
3402,['15cm']
3403,['88.9cm']
3404,['97.16cm']
3405,['(3 Cm)']
3406,['Not found']
3407,['O0']
3408,['22cm']
3409,['Not found']
3410,['Not found']
3411,['21.2cm']
3412,['Not found']
3413,['2 LB']
3414,['1!']
3415,['25 cm']
3416,['25 cm']
3417,['Not found']
3418,[['6 V']]
3419,['18cm']
3420,['65cm']
3421,['Not found']
3422,[['230 v']]
3423,['271cm']
3424,['210cm']
3425,['1.2LITER']
3426,[None]
3427,['nuevas 0 antiguas']
3428,[['6 v']]
3429,['106.68cm']
3430,['106.68cm']
3431,['5.9 in / 15 cm']
3432,['5.9 in / 15 cm']
3433,['2Ocml']
3434,['2Ocml']
3435,['1.55 in']
3436,['Not found']
3437,['1']
3438,['30cm']
3439,['30cm']
3440,['Not found']
3441,['8']
3442,"['54""']"
3443,['Not found']
3444,['3.1 inch']
3445,"['H1.2""']"
3446,"['03""']"
3447,['Not found']
3448,['Not found']
3449,['Not found']
3450,['Not found']
3451,['Not found']
3452,['Not found']
3453,['3.1CM']
3454,['4CM']
3455,['Not found']
3456,['Not found']
3457,['11.4 in / 29 cm']
3458,['11.4 in / 29 cm']
3459,['0242 Lb']
3460,['Not found']
3461,['Not found']
3462,['Not found']
3463,[['8 w']]
3464,['Not found']
3465,[['3.7 v']]
3466,['Not found']
3467,"['15.7""']"
3468,['5.1in/13.Ocm']
3469,['5.1in/13.Ocm']
3470,['8']
3471,['1Ocm /3.9in']
3472,['19.3in']
3473,"['2.75""']"
3474,"['2""']"
3475,['22.8cm']
3476,['22.8cm']
3477,['Not found']
3478,['11cm']
3479,['11cm']
3480,['128 G']
3481,['Not found']
3482,['5.3cm/2.09in']
3483,['Not found']
3484,['Not found']
3485,['157 mm']
3486,[None]
3487,['6.09in /15.5cm']
3488,['{J17.Scm']
3489,['{J27.5cm']
3490,"['24""']"
3491,"['24""']"
3492,['7cm']
3493,['7cm']
3494,['4.75 in']
3495,['24 in']
3496,['24 in']
3497,['330 LB']
3498,['23 cm']
3499,['20.5']
3500,['1.7 G']
3501,['11.0 cm']
3502,['11.0 cm']
3503,['7.6 in / 19.5 cm']
3504,['7.6 in / 19.5 cm']
3505,['Not found']
3506,"['17""']"
3507,['27cm']
3508,['86.7in']
3509,['15cm']
3510,['15cm']
3511,['72 inchs']
3512,['72 inchs']
3513,['2.16 in / 5.5 cm']
3514,['Not found']
3515,['Not found']
3516,['250 LB']
3517,['2.55in/6.5cm']
3518,['0.5 kg']
3519,['Not found']
3520,['Not found']
3521,['66cm']
3522,[None]
3523,['250 ml']
3524,['Not found']
3525,"['33.5""']"
3526,[None]
3527,['8 inches']
3528,['68 kg']
3529,['220 lb']
3530,['Not found']
3531,['1']
3532,[None]
3533,['Not found']
3534,['2Zcm']
3535,['Not found']
3536,[['2 W']]
3537,['19cm/7.48in']
3538,['7']
3539,['Not found']
3540,['9OCM']
3541,[None]
3542,[None]
3543,[None]
3544,"['31.5""']"
3545,['560 lb']
3546,['33 cm']
3547,['0.7 inch']
3548,['0.7 inch']
3549,['18mm']
3550,['Not found']
3551,['Not found']
3552,['128 G']
3553,['7.86 in /20.0 cm']
3554,['3.54 in /9.0 cm']
3555,['Not found']
3556,['Not found']
3557,[None]
3558,['7.5cm/2.95in']
3559,['7.5cm/2.95in']
3560,['1. 69in|4. 3cm']
3561,['Not found']
3562,['Not found']
3563,['1.2 kg']
3564,['Not found']
3565,['17.5 LB']
3566,['5 lb']
3567,['1']
3568,['Not found']
3569,['35.04 in']
3570,[None]
3571,['Not found']
3572,['Not found']
3573,['3']
3574,['60 cm']
3575,"[['230 v', '230 v']]"
3576,"[['5958 W', '18 W', '17 W']]"
3577,[None]
3578,[None]
3579,['11.8cm']
3580,['8 LB']
3581,"['75"" DIA']"
3582,"['75"" DIA']"
3583,['6cm/2.36in']
3584,['3.5 in //9 cm']
3585,['3.5 in //9 cm']
3586,['235 g']
3587,['33.9']
3588,['Not found']
3589,['Not found']
3590,['290g']
3591,['60mm/2.36in']
3592,[None]
3593,"['9cm/3.54""']"
3594,[['38 w']]
3595,['9.5cm']
3596,['W35 Inch']
3597,['Not found']
3598,['15.12 Pound']
3599,['17.6cm']
3600,['Not found']
3601,[None]
3602,[None]
3603,[None]
3604,['12 G']
3605,['33.46-47.24in']
3606,['L.33cm']
3607,['32cm']
3608,['27cm']
3609,['16. 5cm']
3610,[None]
3611,['226.7 G']
3612,['5']
3613,[None]
3614,['5 G']
3615,['125mm/4.92in']
3616,['425mm/16.73in']
3617,['276 LB']
3618,['Not found']
3619,['118.28 ml']
3620,['Not found']
3621,['Not found']
3622,['Not found']
3623,['Not found']
3624,[['1700 W']]
3625,['Not found']
3626,"['35.4""']"
3627,['2']
3628,"['60 cm(23.6""']"
3629,['Not found']
3630,['150 cm']
3631,['Not found']
3632,['Not found']
3633,['Not found']
3634,[['0 w']]
3635,['Not found']
3636,['Straw length 4Ocm']
3637,['2Ocm']
3638,['3OCM/IL.&INCH']
3639,['3OCM/IL.&INCH']
3640,['3OCM/IL.&INCH']
3641,[None]
3642,['Not found']
3643,['Not found']
3644,['1500 LB']
3645,['500 ML']
3646,['8']
3647,[['20 v']]
3648,['Not found']
3649,['13 KG']
3650,['Not found']
3651,['31 kg']
3652,['0 g']
3653,[None]
3654,['47']
3655,[None]
3656,['5 kg']
3657,['603mm']
3658,[None]
3659,['603mm']
3660,[['5 V']]
3661,['Not found']
3662,['Not found']
3663,"[""15.7'""]"
3664,"[""15.7'""]"
3665,[None]
3666,['25mm']
3667,['6.1cm']
3668,['500 ml']
3669,[None]
3670,['~S.9lin']
3671,[None]
3672,"['50 cm(19.7"")']"
3673,['Model: MG-QP-01']
3674,['Model: MG-QP-01']
3675,[None]
3676,"['4x 6"" 1 Hook']"
3677,['95cm']
3678,['1']
3679,['(140mm']
3680,['142 g']
3681,['7cm/2.76in']
3682,['7cm/2.76in']
3683,['Not found']
3684,['Not found']
3685,['78mm']
3686,['78mm']
3687,[None]
3688,[None]
3689,['12cm/4.72inch']
3690,['8']
3691,['12cm/4.72inch']
3692,['Not found']
3693,['Not found']
3694,['90*150cm']
3695,['420ML']
3696,[None]
3697,['3']
3698,['3.1 in / 8 cm']
3699,['Not found']
3700,['Not found']
3701,['2.17in/55mm']
3702,['2.17in/55mm']
3703,['Not found']
3704,['Not found']
3705,['Not found']
3706,['Not found']
3707,['Not found']
3708,['0 G']
3709,['Not found']
3710,['Not found']
3711,['Not found']
3712,['Not found']
3713,['13CM']
3714,['Not found']
3715,['Not found']
3716,['1.1 in / 3.0 cm']
3717,['1.1 in / 3.0 cm']
3718,['8.6in/22cm']
3719,['8.6in/22cm']
3720,['8.6in/22cm']
3721,['6']
3722,[['110-127 V']]
3723,['Not found']
3724,['Not found']
3725,['3.1in/7.8cm']
3726,['3.1in/7.8cm']
3727,['Not found']
3728,['25 mm']
3729,['25 mm']
3730,['Not found']
3731,['Not found']
3732,['211 g']
3733,['450 LB']
3734,['824/40']
3735,['9.06 in']
3736,['Not found']
3737,['Not found']
3738,['Not found']
3739,[None]
3740,['1 G']
3741,['285 LB']
3742,['Not found']
3743,['Not found']
3744,[None]
3745,['43211 Orange Metal Flake Shift Knob with 16mm X 1.5 Insert (Green Motocross Rider)']
3746,['Not found']
3747,['0 lb']
3748,['8Omm']
3749,['8Omm']
3750,['11cm/4.3in']
3751,['350 G']
3752,"['cm(157""']"
3753,['120cm/3.9ft']
3754,['220cm/7.2ft']
3755,['21cm']
3756,['55cm']
3757,['46cm']
3758,['Not found']
3759,['15.00 cm']
3760,['15.00 cm']
3761,['3']
3762,[None]
3763,['18mm']
3764,['59mm']
3765,['Not found']
3766,['Not found']
3767,[['250 w']]
3768,['Not found']
3769,"['27cm/10.6""']"
3770,['Not found']
3771,['2 inch']
3772,[None]
3773,['6.09in /15.5cm']
3774,['41560 g']
3775,['7 g']
3776,"['cm(11.8""']"
3777,['Not found']
3778,['74.75cm']
3779,[None]
3780,['Not found']
3781,['Not found']
3782,['2.Sinch']
3783,['Not found']
3784,[None]
3785,[None]
3786,['Not found']
3787,['Not found']
3788,['12.4 in / 31.5 cm']
3789,['12.4 in / 31.5 cm']
3790,['128 G']
3791,"['3/4""']"
3792,['Not found']
3793,['14.3cm/5.6in']
3794,['Not found']
3795,['40']
3796,"['/1.77""']"
3797,"['41.6""']"
3798,['155']
3799,['5']
3800,['Vol: 33Oml']
3801,['Vol: 33Oml']
3802,['Not found']
3803,['Not found']
3804,['Not found']
3805,['Not found']
3806,['9.7 cm']
3807,['18 LB']
3808,['8.5cm']
3809,['8.5cm']
3810,['31.2cm']
3811,['8.2cm']
3812,['8.25 in / 21 cm']
3813,[None]
3814,[None]
3815,['43 cm/16.9 in']
3816,['1.5CM/O.6IN']
3817,['1.5CM/O.6IN']
3818,['31.49']
3819,['Not found']
3820,['Not found']
3821,[['120 W']]
3822,"['24""']"
3823,"['24""']"
3824,['Not found']
3825,['1']
3826,['40']
3827,['Not found']
3828,['Not found']
3829,['Not found']
3830,['150 kg']
3831,['Dia. 31cm/12in']
3832,['Dia. 31cm/12in']
3833,['50.75 IN:']
3834,['0']
3835,['Not found']
3836,['10.6in/27cm']
3837,['10.6in/27cm']
3838,['Not found']
3839,['Not found']
3840,['6cm']
3841,['9.Scm']
3842,['Not found']
3843,['Not found']
3844,['Not found']
3845,['69.2 KG']
3846,['1200 g']
3847,['Not found']
3848,['1.1 in / 3.0 cm']
3849,"['31.12""']"
3850,['85cm']
3851,['124cm']
3852,['10.4 in / 26.6 cm']
3853,['10.4 in / 26.6 cm']
3854,['33 Pound']
3855,['Not found']
3856,['Not found']
3857,['Not found']
3858,['9.0 cm']
3859,['2.5 in / 6.5cm']
3860,['Not found']
3861,['160mm/6.3in']
3862,['160mm/6.3in']
3863,['Not found']
3864,[None]
3865,['ENGATE FLEXIVEL 60 CM']
3866,['ENGATE FLEXIVEL 60 CM']
3867,"['18""']"
3868,"['36.75""']"
3869,['2.5cm/o.98in']
3870,['2.5cm/o.98in']
3871,['6']
3872,['2Ocm']
3873,['2Ocm']
3874,['34 g']
3875,['34 g']
3876,['950 g']
3877,['8 0 C M']
3878,['Not found']
3879,['60in/152cm']
3880,['60in/152cm']
3881,[None]
3882,['8']
3883,[None]
3884,['Not found']
3885,['14.75cm']
3886,['141 G']
3887,['20mm']
3888,['7.3 in / 18.5 cm']
3889,['7.3 in / 18.5 cm']
3890,['Not found']
3891,['11.2 ounce']
3892,[None]
3893,['5']
3894,['8 in / 20.5 cm']
3895,['100.00 mm']
3896,['100.00 mm']
3897,['8.17 in']
3898,['27']
3899,['27']
3900,['2.37 kg']
3901,['5CM']
3902,['5CM']
3903,['Not found']
3904,['12.5 in / 32.0 cm']
3905,['12.5 in / 32.0 cm']
3906,['0 LB']
3907,[None]
3908,['250 KG']
3909,['250 KG']
3910,['12 in(30cm)']
3911,['26CM']
3912,['98CM']
3913,['0 LB']
3914,['Not found']
3915,['265 Lb']
3916,['Not found']
3917,['32cm /13 inch']
3918,['32cm /13 inch']
3919,[['230 v']]
3920,[['29 KW']]
3921,['454 G']
3922,"['36""']"
3923,[None]
3924,['0.7 lb']
3925,['8.66in/22cm']
3926,['Not found']
3927,['33 LB']
3928,['13 cm']
3929,['8.2 cm']
3930,['4.8cm']
3931,['7.Scm']
3932,['21.Scm']
3933,"['9.50""']"
3934,"['14.75""']"
3935,['Not found']
3936,['50cm']
3937,['Not found']
3938,['Not found']
3939,['21 Cm']
3940,['21 Cm']
3941,['Not found']
3942,['Not found']
3943,['Not found']
3944,['Not found']
3945,['115mm/4.53in']
3946,['11 cm']
3947,['6 cm']
3948,['Not found']
3949,['4.3 in / 11 cm']
3950,['6.48in/16.Scm']
3951,['1.38in /3.5cm']
3952,['Not found']
3953,['1']
3954,['Not found']
3955,['Not found']
3956,['14cm']
3957,['14cm']
3958,['Not found']
3959,['39cm']
3960,['5']
3961,"['7.8""']"
3962,"['5.9""']"
3963,['Not found']
3964,[['2400 W']]
3965,['cm(23.']
3966,['Not found']
3967,['Not found']
3968,['330 LB']
3969,['Not found']
3970,['59.5 cm']
3971,['3 0 c m']
3972,['3 0 c m']
3973,['400 pound']
3974,['Not found']
3975,['Not found']
3976,['Not found']
3977,"['4"" /10.2cm']"
3978,['43.4cm']
3979,['Not found']
3980,['Not found']
3981,['25cm/9. 8in']
3982,"['7CMI2.8"")']"
3983,"['7CMI2.8"")']"
3984,['2-3/5 inch-']
3985,['2-3/5 inch-']
3986,['4.8 cm']
3987,['4.8 cm']
3988,['5']
3989,['0']
3990,['Not found']
3991,['Not found']
3992,['Not found']
3993,[None]
3994,['108cm']
3995,['9.4 in / 24 cm']
3996,['Capacity: 8L']
3997,['Not found']
3998,['Not found']
3999,[None]
4000,['2.28inch']
4001,['2.28inch']
4002,[None]
4003,['4cm/ 1.57in']
4004,['Not found']
4005,['Not found']
4006,[None]
4007,[None]
4008,['17.Scm']
4009,['2.268 kg']
4010,[None]
4011,['076cm']
4012,['30Omm']
4013,['30Omm']
4014,['6 g']
4015,['Not found']
4016,['Not found']
4017,['Hole Spacing: 96mm']
4018,['Hole Spacing: 96mm']
4019,['Not found']
4020,[None]
4021,['5 Inch']
4022,['4.5 in / 11.Scm']
4023,['4.5 in / 11.Scm']
4024,['6.2 in / 16cm']
4025,[None]
4026,['4.8 in / 12.2 cm']
4027,['45cm']
4028,['0']
4029,['Not found']
4030,['Not found']
4031,['Not found']
4032,['0']
4033,"['cm(35.4""']"
4034,[None]
4035,[None]
4036,"['8.35""']"
4037,['9 inch']
4038,['9 inch']
4039,['10OCM']
4040,['10OCM']
4041,['8OCM']
4042,['2.17in']
4043,['2.17in']
4044,[['75 v']]
4045,['90 cm']
4046,['2.4 kg']
4047,['41cm']
4048,['0']
4049,['60']
4050,['Not found']
4051,['4.7in / 12 cm']
4052,['4.7in / 12 cm']
4053,['4']
4054,['15.5cm']
4055,['15.5cm']
4056,['Not found']
4057,['Not found']
4058,['Not found']
4059,['Not found']
4060,"['(13.8""']"
4061,['12.0in / 30.5cm']
4062,['-17o5}']
4063,"[['5 v', '5 v']]"
4064,['30cm']
4065,['30cm']
4066,['32 G']
4067,['Not found']
4068,['Not found']
4069,['Not found']
4070,['Not found']
4071,['Not found']
4072,['H:l72mm']
4073,[None]
4074,['Not found']
4075,[['825 w']]
4076,['180 kg']
4077,['13.7cm']
4078,['Not found']
4079,['Not found']
4080,['287 LB']
4081,['Not found']
4082,['Not found']
4083,['205.0 mm']
4084,[['110 V']]
4085,[None]
4086,[None]
4087,['120.5']
4088,['3']
4089,"['7.50""']"
4090,['00 ml']
4091,['Not found']
4092,['9.8 in / 25 cm']
4093,['3Ocm/11.8in']
4094,['3Ocm/11.8in']
4095,['5']
4096,['300 kg']
4097,['Not found']
4098,['7.87 in / 20 cm']
4099,['5.1 in / 13 cm']
4100,['11']
4101,['11']
4102,[None]
4103,['3.93in/10cm']
4104,['4.72in/12cm']
4105,['0.15 lb']
4106,['Not found']
4107,['Not found']
4108,"['1.50""']"
4109,"['1.50""']"
